"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
5.928254323E0,-6.108472589E-4,7.635590737E-4,-1.145338640E-3
5.930680312E0,6.108472589E-4,7.635590737E-4,-5.344913807E-4
5.933106302E0,1.221694518E-3,-4.581354442E-4,7.635590737E-5
5.935532239E0,6.108472589E-4,1.527118147E-4,-1.145338640E-3
5.937958229E0,-6.108472589E-4,-4.581354442E-4,-1.756185899E-3
5.940384219E0,-6.108472589E-4,-1.068982761E-3,7.635590737E-5
5.942810208E0,0.000000000E0,-4.581354442E-4,-5.344913807E-4
5.945236198E0,-6.108472589E-4,1.527118147E-4,1.298050396E-3
5.947662135E0,0.000000000E0,1.527118147E-4,6.872031372E-4
5.950088125E0,0.000000000E0,7.635590737E-4,-1.756185899E-3
5.952514114E0,6.108472589E-4,1.527118147E-4,-1.145338640E-3
5.954940104E0,-6.108472589E-4,-1.068982761E-3,7.635590737E-5
5.957366094E0,-6.108472589E-4,1.527118147E-4,7.635590737E-5
5.959792031E0,6.108472589E-4,-4.581354442E-4,7.635590737E-5
5.962218021E0,6.108472589E-4,7.635590737E-4,6.872031372E-4
5.964644010E0,6.108472589E-4,1.985253533E-3,7.635590737E-5
5.967070000E0,0.000000000E0,-1.068982761E-3,7.635590737E-5
5.969495989E0,6.108472589E-4,-1.068982761E-3,-1.145338640E-3
5.971921927E0,6.108472589E-4,1.527118147E-4,-5.344913807E-4
5.974347917E0,-1.221694518E-3,-4.581354442E-4,-1.145338640E-3
5.976773906E0,0.000000000E0,1.527118147E-4,7.635590737E-5
5.979199896E0,-6.108472589E-4,-4.581354442E-4,-5.344913807E-4
5.981625833E0,6.108472589E-4,-4.581354442E-4,7.635590737E-5
5.984051823E0,-6.108472589E-4,-4.581354442E-4,-5.344913807E-4
5.986477812E0,0.000000000E0,1.527118147E-4,-5.344913807E-4
5.988903802E0,1.221694518E-3,-4.581354442E-4,-1.145338640E-3
5.991329792E0,-6.108472589E-4,-1.068982761E-3,-5.344913807E-4
5.993755729E0,-6.108472589E-4,1.374406274E-3,6.872031372E-4
5.996181719E0,-1.221694518E-3,-1.068982761E-3,7.635590737E-5
5.998607708E0,0.000000000E0,1.527118147E-4,7.635590737E-5
6.001033698E0,-1.221694518E-3,7.635590737E-4,6.872031372E-4
6.003459687E0,-6.108472589E-4,7.635590737E-4,6.872031372E-4
6.005885625E0,6.108472589E-4,-4.581354442E-4,-1.145338640E-3
6.008311614E0,0.000000000E0,1.527118147E-4,7.635590737E-5
6.010737604E0,6.108472589E-4,-4.581354442E-4,7.635590737E-5
6.013163594E0,6.108472589E-4,7.635590737E-4,7.635590737E-5
6.015589583E0,-1.221694518E-3,1.527118147E-4,7.635590737E-5
6.018015521E0,6.108472589E-4,1.527118147E-4,7.635590737E-5
6.020441510E0,1.221694518E-3,7.635590737E-4,-1.145338640E-3
6.022867500E0,0.000000000E0,1.527118147E-4,6.872031372E-4
6.025293489E0,-6.108472589E-4,-4.581354442E-4,-5.344913807E-4
6.027719427E0,-1.832541777E-3,7.635590737E-4,-1.145338640E-3
6.030145417E0,6.108472589E-4,-1.068982761E-3,7.635590737E-5
6.032571406E0,0.000000000E0,-4.581354442E-4,-5.344913807E-4
6.034997396E0,1.221694518E-3,1.374406274E-3,-1.145338640E-3
6.037423385E0,-6.108472589E-4,1.374406274E-3,-1.756185899E-3
6.039849323E0,-6.108472589E-4,-1.068982761E-3,6.872031372E-4
6.042275312E0,-1.832541777E-3,-1.679830020E-3,7.635590737E-5
6.044701302E0,-6.108472589E-4,-4.581354442E-4,1.908897655E-3
6.047127292E0,1.221694518E-3,1.374406274E-3,1.908897655E-3
6.049553281E0,-6.108472589E-4,1.527118147E-4,7.635590737E-5
6.051979219E0,-6.108472589E-4,1.527118147E-4,1.527118147E-4
6.054405208E0,0.000000000E0,-1.068982761E-3,7.635590737E-4
6.056831198E0,-6.108472589E-4,-4.581354442E-4,-4.581354442E-4
6.059257187E0,6.108472589E-4,-1.679830020E-3,1.527118147E-4
6.061683125E0,-6.108472589E-4,1.527118147E-4,7.635590737E-4
6.064109114E0,0.000000000E0,-1.068982761E-3,1.527118147E-4
6.066535104E0,-6.108472589E-4,7.635590737E-4,1.985253533E-3
6.068961094E0,-6.108472589E-4,1.374406274E-3,1.527118147E-4
6.071387083E0,-6.108472589E-4,7.635590737E-4,1.527118147E-4
6.073813073E0,0.000000000E0,1.527118147E-4,7.635590737E-4
6.076239010E0,6.108472589E-4,-4.581354442E-4,-4.581354442E-4
6.078665000E0,-1.221694518E-3,1.527118147E-4,1.527118147E-4
6.081090989E0,-6.108472589E-4,1.527118147E-4,-4.581354442E-4
6.083516979E0,-1.832541777E-3,7.635590737E-4,-4.581354442E-4
6.085942917E0,6.108472589E-4,1.527118147E-4,1.527118147E-4
6.088368906E0,-6.108472589E-4,-4.581354442E-4,-1.679830020E-3
6.090794896E0,6.108472589E-4,1.527118147E-4,7.635590737E-4
6.093220885E0,0.000000000E0,1.527118147E-4,-1.068982761E-3
6.095646875E0,0.000000000E0,1.527118147E-4,1.527118147E-4
6.098072812E0,-6.108472589E-4,7.635590737E-4,-1.068982761E-3
6.100498802E0,6.108472589E-4,7.635590737E-4,7.635590737E-4
