"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.070732976E0,-9.162708884E-4,-1.221694518E-3,4.581354442E-4,1.594358153E-3
1.073177247E0,3.054236295E-4,0.000000000E0,-7.635590737E-4,8.223782903E-4
1.075620737E0,-9.162708884E-4,-1.221694518E-3,-1.985253533E-3,2.504659943E-3
1.078065112E0,1.527118147E-3,-2.443389036E-3,-7.635590737E-4,2.980815706E-3
1.080510268E0,-9.162708884E-4,2.443389036E-3,4.581354442E-4,2.649450963E-3
1.082954539E0,3.054236295E-4,0.000000000E0,4.581354442E-4,5.506102784E-4
1.085398029E0,3.054236295E-4,-1.221694518E-3,-7.635590737E-4,1.472699408E-3
1.087842404E0,3.054236295E-4,0.000000000E0,1.679830020E-3,1.707370051E-3
1.090287560E0,3.054236295E-4,0.000000000E0,-7.635590737E-4,8.223782903E-4
1.092731831E0,1.527118147E-3,0.000000000E0,4.581354442E-4,1.594358153E-3
1.095175372E0,3.054236295E-4,0.000000000E0,4.581354442E-4,5.506102784E-4
1.097619747E0,-9.162708884E-4,-1.221694518E-3,-7.635590737E-4,1.707369994E-3
1.100064851E0,-9.162708884E-4,0.000000000E0,-1.985253533E-3,2.186500385E-3
1.102509122E0,1.527118147E-3,-2.443389036E-3,-7.635590737E-4,2.980815706E-3
1.104952664E0,3.054236295E-4,-2.443389036E-3,-7.635590737E-4,2.578072154E-3
1.107397039E0,3.054236295E-4,-1.221694518E-3,-7.635590737E-4,1.472699408E-3
1.109842143E0,1.527118147E-3,-1.221694518E-3,4.581354442E-4,2.008610320E-3
1.112286414E0,1.527118147E-3,-1.221694518E-3,-7.635590737E-4,2.099440352E-3
1.114729956E0,1.527118147E-3,-2.443389036E-3,-1.985253533E-3,3.499067220E-3
1.117174331E0,3.054236295E-4,-1.221694518E-3,-7.635590737E-4,1.472699408E-3
1.119619435E0,-9.162708884E-4,0.000000000E0,-1.985253533E-3,2.186500385E-3
1.122063706E0,3.054236295E-4,0.000000000E0,-7.635590737E-4,8.223782903E-4
1.124507247E0,-9.162708884E-4,0.000000000E0,-1.985253533E-3,2.186500385E-3
1.126951622E0,3.054236295E-4,-1.221694518E-3,4.581354442E-4,1.340040736E-3
1.129396726E0,3.054236295E-4,-1.221694518E-3,4.581354442E-4,1.340040736E-3
1.131840997E0,3.054236295E-4,0.000000000E0,1.679830020E-3,1.707370051E-3
1.134284539E0,-9.162708884E-4,-2.443389036E-3,4.581354442E-4,2.649450963E-3
1.136728914E0,3.054236295E-4,0.000000000E0,4.581354442E-4,5.506102784E-4
1.139174018E0,1.527118147E-3,-2.443389036E-3,4.581354442E-4,2.917555124E-3
1.141618289E0,3.054236295E-4,-2.443389036E-3,4.581354442E-4,2.504659989E-3
1.144061831E0,3.054236295E-4,-1.221694518E-3,-1.985253533E-3,2.350968456E-3
1.146506206E0,3.054236295E-4,-1.221694518E-3,-7.635590737E-4,1.472699408E-3
1.148951362E0,-9.162708884E-4,2.443389036E-3,1.679830020E-3,3.103470834E-3
1.151395633E0,3.054236295E-4,1.221694518E-3,2.901524538E-3,3.163015291E-3
1.153839122E0,-9.162708884E-4,-1.221694518E-3,-7.635590737E-4,1.707369994E-3
1.156283497E0,3.054236295E-4,-1.221694518E-3,-1.985253533E-3,2.350968456E-3
1.158728654E0,3.054236295E-4,-1.221694518E-3,-7.635590737E-4,1.472699408E-3
1.161172924E0,3.054236295E-4,1.221694518E-3,1.679830020E-3,2.099440398E-3
1.163616466E0,3.054236295E-4,-1.221694518E-3,4.581354442E-4,1.340040736E-3
1.166060737E0,1.527118147E-3,1.221694518E-3,-7.635590737E-4,2.099440352E-3
1.168505945E0,3.054236295E-4,-1.221694518E-3,-1.985253533E-3,2.350968456E-3
1.170950216E0,3.054236295E-4,0.000000000E0,-7.635590737E-4,8.223782903E-4
1.173393706E0,3.054236295E-4,-1.221694518E-3,4.581354442E-4,1.340040736E-3
1.175838133E0,1.527118147E-3,-1.221694518E-3,4.581354442E-4,2.008610320E-3
1.178283237E0,3.054236295E-4,0.000000000E0,-7.635590737E-4,8.223782903E-4
1.180727508E0,1.527118147E-3,0.000000000E0,-7.635590737E-4,1.707369994E-3
1.183171049E0,3.054236295E-4,-1.221694518E-3,4.581354442E-4,1.340040736E-3
1.185615424E0,3.054236295E-4,-1.221694518E-3,4.581354442E-4,1.340040736E-3
1.188060529E0,1.527118147E-3,0.000000000E0,1.679830020E-3,2.270224379E-3
1.190504799E0,3.054236295E-4,0.000000000E0,1.679830020E-3,1.707370051E-3
1.192948341E0,3.054236295E-4,0.000000000E0,1.679830020E-3,1.707370051E-3
