"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.781653670E-1,-2.691925503E-2,-1.959123611E-1,9.897313118E0
3.806098460E-1,-3.888336942E-2,-1.695913076E-1,9.861420631E0
3.830535960E-1,-3.409772366E-2,-1.839482337E-1,9.873384476E0
3.854981270E-1,-3.170489892E-2,-2.030908167E-1,9.890133858E0
3.879435440E-1,-5.084748194E-2,-2.006980032E-1,9.894919395E0
3.903880230E-1,-6.071787328E-2,-1.983051747E-1,9.882955551E0
3.928317730E-1,-4.845465720E-2,-1.983051747E-1,9.894919395E0
3.952764080E-1,-3.409772366E-2,-1.839482337E-1,9.897313118E0
3.977217210E-1,-2.452643216E-2,-2.054836452E-1,9.882955551E0
4.001662520E-1,-4.845465720E-2,-1.767697781E-1,9.899705887E0
4.026100020E-1,-4.845465720E-2,-1.911267042E-1,9.892526627E0
4.050545330E-1,-4.127619043E-2,-2.006980032E-1,9.894919395E0
4.074999500E-1,-2.931207791E-2,-1.863410622E-1,9.878170013E0
4.099444290E-1,-3.409772366E-2,-1.863410622E-1,9.873384476E0
4.123881790E-1,-5.084748194E-2,-1.887338907E-1,9.892526627E0
4.148327100E-1,-4.366901144E-2,-1.935195327E-1,9.887741089E0
4.172781270E-1,-3.888336942E-2,-2.150549293E-1,9.897313118E0
4.197226060E-1,-5.832505226E-2,-1.959123611E-1,9.894919395E0
4.221663560E-1,-3.649054468E-2,-1.863410622E-1,9.885348320E0
4.246109920E-1,-2.691925503E-2,-2.054836452E-1,9.882955551E0
4.270563040E-1,-4.127619043E-2,-2.030908167E-1,9.861420631E0
4.295008350E-1,-5.324030295E-2,-1.911267042E-1,9.875777245E0
4.319445850E-1,-4.366901144E-2,-2.126621157E-1,9.873384476E0
4.343891170E-1,-4.845465720E-2,-2.030908167E-1,9.892526627E0
4.368345330E-1,-4.606183618E-2,-1.719841212E-1,9.880562782E0
4.392790130E-1,-5.084748194E-2,-2.078764737E-1,9.890133858E0
4.417227630E-1,-4.845465720E-2,-1.959123611E-1,9.882955551E0
4.441673980E-1,-4.366901144E-2,-1.983051747E-1,9.892526627E0
4.466127100E-1,-3.888336942E-2,-1.863410622E-1,9.885348320E0
4.490571900E-1,-3.170489892E-2,-1.863410622E-1,9.887741089E0
4.515009920E-1,-5.832505226E-2,-1.959123611E-1,9.859027863E0
4.539455230E-1,-4.606183618E-2,-1.791625917E-1,9.861420631E0
4.563908880E-1,-5.324030295E-2,-1.935195327E-1,9.887741089E0
4.588354190E-1,-2.931207791E-2,-2.054836452E-1,9.885348320E0
4.612791690E-1,-3.409772366E-2,-1.935195327E-1,9.904491425E0
4.637237000E-1,-4.845465720E-2,-2.054836452E-1,9.887741089E0
4.661691170E-1,-4.366901144E-2,-2.006980032E-1,9.887741089E0
4.686135960E-1,-2.213360928E-2,-1.935195327E-1,9.882955551E0
4.710573460E-1,-3.649054468E-2,-1.743769497E-1,9.897313118E0
4.735019810E-1,-5.084748194E-2,-1.863410622E-1,9.885348320E0
4.759472940E-1,-5.084748194E-2,-1.839482337E-1,9.897313118E0
4.783917730E-1,-2.691925503E-2,-1.911267042E-1,9.914062500E0
4.808355750E-1,-3.170489892E-2,-2.006980032E-1,9.882955551E0
4.832801060E-1,-4.366901144E-2,-1.863410622E-1,9.906884193E0
4.857254710E-1,-3.888336942E-2,-2.006980032E-1,9.875777245E0
4.881700020E-1,-2.691925503E-2,-2.006980032E-1,9.880562782E0
4.906137520E-1,-3.888336942E-2,-1.839482337E-1,9.870991707E0
4.930582830E-1,-3.409772366E-2,-1.911267042E-1,9.873384476E0
4.955037000E-1,-3.649054468E-2,-2.006980032E-1,9.902098656E0
4.979481790E-1,-4.127619043E-2,-1.983051747E-1,9.868598938E0
5.003919290E-1,-4.606183618E-2,-1.863410622E-1,9.890133858E0
5.028365650E-1,-2.991028363E-3,-2.030908167E-1,9.861420631E0
5.052818770E-1,-4.845465720E-2,-2.054836452E-1,9.890133858E0
5.077264080E-1,-5.084748194E-2,-1.911267042E-1,9.906884193E0
5.101701580E-1,-5.324030295E-2,-2.054836452E-1,9.894919395E0
5.126146900E-1,-4.366901144E-2,-1.863410622E-1,9.897313118E0
5.150600540E-1,-3.888336942E-2,-1.935195327E-1,9.870991707E0
5.175045850E-1,-2.931207791E-2,-1.983051747E-1,9.897313118E0
5.199483350E-1,-5.324030295E-2,-1.959123611E-1,9.866206169E0
5.223928670E-1,-3.170489892E-2,-1.743769497E-1,9.870991707E0
5.248382830E-1,-3.649054468E-2,-1.767697781E-1,9.897313118E0
5.272827630E-1,-4.845465720E-2,-2.006980032E-1,9.873384476E0
5.297265130E-1,-5.084748194E-2,-2.054836452E-1,9.899705887E0
5.321711480E-1,-2.691925503E-2,-1.935195327E-1,9.851848602E0
5.346164600E-1,-5.563312769E-2,-1.791625917E-1,9.906884193E0
5.370609400E-1,-3.409772366E-2,-2.030908167E-1,9.878170013E0
5.395047420E-1,-4.366901144E-2,-2.030908167E-1,9.861420631E0
5.419492730E-1,-4.366901144E-2,-1.887338907E-1,9.892526627E0
5.443946900E-1,-3.409772366E-2,-1.767697781E-1,9.868598938E0
5.468391690E-1,-4.366901144E-2,-1.863410622E-1,9.897313118E0
5.492829190E-1,-3.409772366E-2,-1.959123611E-1,9.890133858E0
5.517274500E-1,-5.084748194E-2,-2.006980032E-1,9.902098656E0
5.541728670E-1,-3.888336942E-2,-2.006980032E-1,9.882955551E0
5.566173460E-1,-2.691925503E-2,-1.887338907E-1,9.875777245E0
